start_time,end_time,playlist_title,playlist_id,video_title,video_id,chapter_title,chapter_id,content,clip_link,questions
1112.0,1250.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bath Tub,ziYQaxYQv94,How to Install a Bath Tub: Install the Tub,0e03565a-dec7-4f9a-a710-bcd25be9ff59,Edge of that you know how sleek is that not seeing any screws very sexy. Now it's inevitable whenever you're installing a tub one of the things we joke about in our businesses we never find a room that's square you'll never find an alcove that's square. So once you've done drop into some shims all the way around the tub. And that is where you will put your screws to attach the tub to the wall once you've done attaching it cut off the shims remove them out of the way if you're concerned at all about the acrylic breaking you can actually get a pilot drill. And just drill a small little hole before you put your screw i suggest flooring screws because they're coated. And they won't rust as fast. But if you really want to go crazy you could always buy stainless steel. Now here we go once we've got that all set up. And that's more than one shim thick here we go these are actually ac cubes or deck screws. But they'll do the same thing you'll see we get started. And it'll drill its own hole. And you can run it almost flush okay don't go too crazy with this because you will crack it. And that's all you need yeah perfect. So once you get that in here we go. Now we got in this tub is installed alright. So that covers everything you need to know about installing the tub don't forget the last thing we have to do here is actually cut the shims off because our wall boards gonna come down. And sit right on top of the integrated tile flange your tire will come all all down. And sit on this ledge alright. So if you enjoy this kind of video. Then by all means like it if you haven't joined the club yet. Then you can sign up. And join our subscription to the channel don't forget to turn your notifications on we have videos coming out every set. And [music],https://youtu.be/ziYQaxYQv94?t=1112,"['What type of screws are recommended for installing a tub?', 'Why is it difficult to find square rooms and alcoves?', 'Can acrylic break if shims are not removed properly?', 'What is the purpose of using flooring screws instead of regular screws?', 'How can you prevent cracking when using deck screws?']"
0.0,22.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathroom Finishing Trim Kit,cCfeqL5VQHA,How to Install a Bathroom Finishing Trim Kit: <Untitled Chapter 1>,ee83db3d-94d1-9dc0-7d02-ccf47d709975,Okay. So in this video i'm going to show you how to install your pressure balance valve finishing trim of course with the tub spout diverter. And the rain shower [music] overhead okay. So before we start doing this  let me just talk about the parts,https://youtu.be/cCfeqL5VQHA?t=0,"['What are the different components involved in installing a pressure balance valve?', 'How does the tub spout diverter work with the pressure balance valve?', 'What is the purpose of the rain shower head in relation to the tub spout diverter?', 'Can you explain the importance of finishing trim when installing a pressure balance valve?', 'What are some common challenges or issues that may arise during the installation process?']"
22.0,180.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathroom Finishing Trim Kit,cCfeqL5VQHA,How to Install a Bathroom Finishing Trim Kit: Parts,cb15b2c7-c819-5783-f41a-10730eac2b73,Overhead okay. So before we start doing this  let me just talk about the parts real quick the riell pro system comes with a surface mounted plate. And this gets screwed to the roughing valve that's in the wall. And it has a gasket on the back that seals to the tile. Now depending on the tile condition you may or may not want to use a silicone bead after you're done a lot of times this sort of thing doesn't work if you're using a subway tile because there are inconsistencies with the surface texture. And the gr lines if it's a really large piece of stone. And you're cut right down the middle. Then this is plenty enough to seal it shut. So what you have to do is you want to take your long screw they come really big. And put it into the the wall. And just slide your fingers on it till you the surface that's your surface depth that you have to put the screws into. And then you go look backwards until you see the next ring all right. And this is a soft brass. And you just take your side cutters all right. And you just give them a shot like that. And that one's cut to fit again just confirm that i did that right there we go back to there. And use your side cutters okay there we are. And now we have our plate. So we slide it over our valve trim. And we want to do this first before we add all the other pieces because we need the extra light going in there to find the holes okay. And just wiggle it around. And just put it fingertight for. Now there we go okay wonderful next thing you want to do is put on a glove because these brass fittings that they make for these shower valves are very very sharp. And find somewhere to put that is not going to wreck anything take out the temporary test plug throw that in the garbage all right. So in this particular case. And you have to be really careful to check your instructions for all these things cuz every system is a little bit different in this particular case there is an extension that goes with the valve probably because the valve body is made really deep from this particular manufacturer. So that it can handle pressure balance multi-port plus thermostatic valve. So this is just an extension of this valve here. So these two pieces will sit together. And then this end here with the gaskets. And the pins will sit right in the cradle. So all you do is slide this stuff in. And there you go once you feel it sink into those two pins you're good all right. Now this is just the decorative,https://youtu.be/cCfeqL5VQHA?t=22,"['What type of plate comes with the Riell Pro system?', 'How does the gasket seal to the tile?', 'Why may silicone bead not be used for subway tiles?', 'What tool is used to cut the soft brass ring?', 'What should you do before adding other pieces to the valve trim?']"
180.0,353.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathroom Finishing Trim Kit,cCfeqL5VQHA,How to Install a Bathroom Finishing Trim Kit: Decorative Chrome Trim That Goes over the Brass Fitting,da58c89a-a709-ae28-e0ef-ca5fdefe573c,Sink into those two pins you're good all right. Now this is just the decorative chrome trim that goes over the brass fitting there is a hole near the front that goes on the bottom that's in case any water gets into that valve. And it has a way to drain that doesn't go in behind the wall all right another good reason why when you're installing your valve in the wall don't be afraid to install it just like one degre slope that way all the water that gets into that valve will drain out of the valve [music]. Now there's a gasket there we go we want to tighten up our [music] screws. And just snug don't overtighten it's just made of plastic. And you'll destroy it. And then after that you just set this on the name of the company riel goes at the bottom. And you snap it in place no screws. And if you ever need to remove it you can just get a good hold of it. And give it a good tug. And it'll pop off again. So here we are i was. So focused on making a video i forgot the most important part just about to turn the water on. And my brain went wait you haven't put the yeah look at this if i don't put this on first the whole valve assembly is going to come firing across the room wreck my silicone work wreck my day. Now here's a again before you pull any tools that check the manufacturers instructions these guys actually aren't a big fan of wrenches here even though it's set up for it they want you to go fingertight for a reason cu they want to make sure that everything is lined up properly. And you can feel it okay if you start using a wrench. And it isn't lined up properly you may not even notice [music] it here we go quarter turn is plenty i happen to know from experience that that is going to work out great here we go oh before we put the handle on i got to put this on again we're doing this a little bit backwards. But this will still work okay there we go. Now the water's still off. So i can cheat get my set screw in there okay. And then don't forget the cap. So that when you turn the water on it doesn't get all wet. And it'll look pretty hot. And cold on off that's simple all right we have our face plate our handle. And our little set screw cover all in place. So we can leave that for. Now let's move on to the tub spo,https://youtu.be/cCfeqL5VQHA?t=180,"['What type of material is the decorative chrome trim made of?', 'Why is it recommended not to overtighten the screws?', ""What happens if you don't put the gasket on first?"", 'How should you tighten the valve assembly?', 'What tool does the manufacturer prefer for tightening the valve assembly?']"
353.0,397.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathroom Finishing Trim Kit,cCfeqL5VQHA,How to Install a Bathroom Finishing Trim Kit: Tub Spout,558b0faa-b397-ce95-60c3-87709d3d293a,That for. Now let's move on to the tub spo. Now the tub spout of course is a  let me just pull it out. And i'll show you this unit [applause] it should be a slipon yes. Now before i went. And did the plumbing for this bathroom i inquired with the company because it didn't have the finishing trim on hand. And they assured me that it was a slip on. And so that's why i ran a half copper. And put a test cap on it. And of course comes with its own allen key. And that's the set screw for this. So you have to back this one off you'll see it comes fully inserted that'll dry you crazy trying to push that on the line. So just back that off until it's out of the way. And now it's ready to,https://youtu.be/cCfeqL5VQHA?t=353,"['What type of tub spout is being installed?', 'Why was a half copper run for the plumbing?', 'How does the test cap work in this installation?', 'What is the purpose of the allen key provided with the set screw?', 'How do you remove the fully inserted set screw?']"
397.0,636.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathroom Finishing Trim Kit,cCfeqL5VQHA,How to Install a Bathroom Finishing Trim Kit: The Handle,19eb7486-5e95-7b0b-4a7d-7c7f679eff2e,Off until it's out of the way. And now it's ready to install okay the handle. And we're just going to take a little pipe cutter. Now this slipon starts here. And there's lots of room in that pipe all the way in. So you can see we're good to go. So what i generally like to do is i like to cut it as far out as i can here around 3 in in case you ever want to change that to another system. And you need to have the ability to to solder on a male thread some of these fixtures that come they have a threaded pipe in here. So this way if i leave a little extra pipe. And i've got a solder on a connection. And do any other the plumbing in another date the option is there for somebody if you cut too far back it just makes it really difficult to fix it later not every company does everything the same way. So it's nice to leave yourself options when you're working you'll be surprised when you're in this business business how often you'll get a call from a client 5 10 or 15 years later. And they want to just make one little modification or a couple of changes or even six weeks down the road. Now this has got a little bit of water in it i drain the line. So it shouldn't be under pressure there we go of course remember we're going to be using our silicone when we're done the finishing trim. So as soon as you can get that water cleaned off the gro. So that it doesn't absorb too much the better you want to have that gr line as dry as possible when you go to silicone. So that you know it's going to stick before you put your fixture on grab your sand cloth. And just give the edge quick [music] buff okay if your edges aren't too sharp it's not going to wreck your little gasket in here. And it won't hurt your fingers either you just force that one on okay you want to just make sure that the name is up. And everything looks square reach underneath with the allen key find that little spot okay there we go remember these are all plastic parts in there. So don't overtighten just make it nice. And solid here we go what's that old song two out of three ain't bad. But we're not done yet this is the riel pro two jet shower head they have a three jet shower head. And rain shower head options. And it's just manual control right here right you got to love it well that is some good looking shower head okay. So this particular shower head also comes with the arm. And there's a little flange here as well. And that's nice it comes with a secer to tell you which direction the water should be flowing which is kind of funny cuz traditionally the longer p piece of pipe does go in the wall. And that's kind of normal. So it's nice to see i've been doing it right all these years okay. And so this is nothing simp it is nothing to this this flange is really basic. And it is just a compression fit okay you just want to wiggle it on. And there's little teeth on the back that have been kind of snapped out of the tin. And so you put that in there like that okay. And then you're good to go. Now hopefully i don't get soak. And wet here either oh yeah here we go well if you haven't seen the project video. And you haven't familiar with these i buy these in my specialty plumbing store. And this is the same size as this pipe. But it has a little gasket on it. So these are temporary that i put in there that's a shut off system it's also a identification system for installing wallboard. And tile it's exactly the same dimension as my pipe. And so when i install this i know exactly how to make my cuts. So these tiny little flanges that they come with when i go. And install that it covers that hole perfectly no guessing love that here is,https://youtu.be/cCfeqL5VQHA?t=397,"['What type of tool does the speaker use to cut the pipe?', 'Why does the speaker like to leave a little extra pipe when cutting?', 'What happens if you cut too far back in the pipe?', 'How does the speaker prepare the pipe for silicone finishing trim?', 'What is the purpose of the flange that comes with the shower head?']"
636.0,742.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathroom Finishing Trim Kit,cCfeqL5VQHA,How to Install a Bathroom Finishing Trim Kit: Installing the Shower Arm and Your Wall,49602490-ab38-4676-bb56-951bba3bbb78,Install that it covers that hole perfectly no guessing love that here is my system. Now for installing the shower arm in your wall okay you want to take your teflon tape. And you just roll it around three four five 6 7 8 9 ridiculously 10 times around. And i'll tell you why i'm paranoid i'm doing a compression fit inside a wall cavity. And after i turn the water on if it doesn't work it'll leak. And no one will know until it makes a big mess on the ceiling downstairs. And because i'm paranoid i to go a little overboard i also like to take a little bit of this thread sealer paste. And run it up onto the female fitting inside the wall. So now i've got two kinds of seal that are going on in here there we go okay. Now here's a secret go back backwards a little bit until you feel it sit in the in the okay. Now this is going to be snug right out of the gate. So it's hard to tell the difference between cross threaded or just install brass on brass. Now you want to fight with this until you get it in there perfect it's exactly nice. And tight like i like it however it's pointing up at the ceiling. So we have to fix that. So these shower arms are not made of metal that won't break. So you have to be gentle. And careful with this. But i like to get a little extra leverage on this instead of holding it here i like to hold it out here. So i'll put a screwdriver right in through the hole turn. And use my hand on the pipe okay. Now the shower head it has,https://youtu.be/cCfeqL5VQHA?t=636,"['What type of tape is recommended for installing a shower arm?', 'How many times should you roll Teflon tape around the threads?', 'Why is the author paranoid about installing the shower arm?', ""What happens if the compression fit doesn't work properly?"", 'What can happen if the shower head leaks and no one notices it?']"
742.0,864.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathroom Finishing Trim Kit,cCfeqL5VQHA,How to Install a Bathroom Finishing Trim Kit: Showerhead,650e8e19-afd0-c544-ebc1-6561731dbb4d,Pipe okay. Now the shower head it has little flat pieces on the neck here that's for a wrench it's amazing how many people call. And complain that there's a little drip of water coming out of here. And going right into their tub oh my. But it happens. Now inside here there's a gasket okay. So that should work just compression f fingertight all right. So once you think you got it figuring tight reach in behind there find those little flat sections give it a couple more turns. And try to get it on there as tight as you can [music]. Now at this point it should be pretty much sitting on that gasket. And the way you make sure that this is done is you grab your wrench set it on the flat pieces okay. And you give it a couple of turns. But make sure you're only grabbing the flat pieces of that shower fixture all right. So now we got all of our fixtures installed it's time to clean up do all of our silicone. And then we can actually test all of the system waterers automatically going to the tub [music] perfect okay we're out of water there that's good. So that's it for installing your shower trim if you enjoy this video. Then give it a thumbs up ask your questions in the comments below we'll see you again next time don't forget to check us out on instagram [music],https://youtu.be/cCfeqL5VQHA?t=742,"['What is the purpose of the little flat pieces on the neck of the shower head?', 'How do you fix a drip of water coming from the shower head?', 'What is the function of the gasket in the shower installation?', 'Why is it important to grab only the flat pieces of the shower fixture?', 'Can you show me how to test the entire shower system after installation?']"
0.0,104.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathtub Drain and Overflow,muAJtfPaeu0,How to Install a Bathtub Drain and Overflow: <Untitled Chapter 1>,1a231c74-73bd-39be-bce7-abfc4afdbd73,[music] okay. So what we're going to do. Now is we're going to prep for our new tub this is the old waist overflow system oh sorry this is the old waist. And overflow system  it was designed for the tub that was here before i believe it was about a 16in tub yeah. And it there you go. And it sat about 13 in high the new tub is a 20-in tub. And so our overflow is definitely going to be in a different location. And i don't want to have to reuse a plastic waste it is a threaded connection. And we rely on that threaded connection for our compression. So since it's been used we're going to cut it out. And install a new one. And we're going to get rid of both of them. Now i have this fabulous little tool here from rigid has a little spine on it. And it cuts abs pipe really easy just lay it on spin it around. And then you're good as done [music] like most plumbing the secret to good plumbing of course yes you guessed it sandpaper we want to always scratch. And score whether it's copper whether it's brass whether it's abs pvc you always want to rough up your surface cuz everything we're doing involves adhesives or torch or solder. And so all of these things require a clean scratched up surface. So that everything has something to bond to before we can,https://youtu.be/muAJtfPaeu0?t=0,"['What is the difference in size between the old and new tubs?', 'Why are the threaded connections being cut out and replaced?', 'What tool is used for cutting ABS pipe?', 'Why is sandpaper used in plumbing?', 'What happens when a surface is scratched or scored in plumbing?']"
104.0,224.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathtub Drain and Overflow,muAJtfPaeu0,How to Install a Bathtub Drain and Overflow: prep and install our waste overflow,19d7b760-a162-1829-63b4-d3e7b0667d47,Scratched up surface. So that everything has something to bond to before we can prep. And install our waist overflow we need to take our measurements off our tub every manufacturers just a little bit different where the center line on the drain is how far off the wall it's going to be. So while i still have it in the box i'm going to stick my measuring tape through the hole to the box. And i mark my center line at 8. And 1/2 in okay. So when i'm doing my plumbing upstairs i marked that off at 8. And 1/2 in has a little bit of play to it. So we won't have any difficulty installing it this here is our tub this is a maryland tub it's a fabulous quality they have a reinforced skirt with plywood sprayed on fiberglass 5 ft reinforced bars going to the skirt for transferring the load right onto the skirt  i haven't found a more econom ical quality tub on the market this is why i'm recommending maryland these are all the components of our waste overflow system  we picked this one it's an abs system. So you have to do the measuring. And get all the heights just right there are other alternatives out there that are a bit more flexible. And adjustable. But for the sake of our client here we're going to keep our costs down. And just make sure we measure correctly this is a really nice cover plate as well  has a nice sleek look doesn't look like a traditional waste overflow. So anyway we have an 18 sorry an 8. And 1/2 off the wall mark. So what we're going to do is mark this that's my center [music] line. So i'm going to hold this roughly in the center. And you can see that after i install i have a little bit of flexibility not. So much front. And back. But left. And right. So we have to get this line pretty much dead on. So just like the plumbing pipes we're going to scratch up the inside of our fittings make sure that everything is nicely scratched matched up we got our abs glue here to get a good run stick that on give it a bit of a turn okay. Now what we're doing here is we're,https://youtu.be/muAJtfPaeu0?t=104,"['What is the purpose of scratching the surface before preparing for the waist overflow installation?', 'How do you determine the center line on the drain for accurate placement?', 'What are the key components of the waste overflow system used in this installation?', 'Why was an ABS system chosen for this project despite other alternatives being available?', 'What is the importance of getting the measurements and heights right during the installation process?']"
224.0,356.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathtub Drain and Overflow,muAJtfPaeu0,How to Install a Bathtub Drain and Overflow: using the existing p-trap,577941da-e41e-22f2-e827-d1b1b849b28c,Turn okay. Now what we're doing here is we're using the existing p trap. And the existing te to save ourselves a little bit of time. And headache replacing the old tub with a similar size. So we didn't have to risk the potential problems of running into where there might have been a joist right on the the line that we're working on okay. So my 8. And 1/2 center means that i need a piece of [music] pipe that [music] is these pipe cutters are awesome they come 1. And 1/2 in 2 in 3 in you just stick it on. And go i must have cut two maybe 2 50 fittings already. And i haven't had to change the [music] blade. And we're going to wait to put the waist overflow the overflow neck on because we want to get the tub in place first. And then make sure that we can get that to the perfect location you can see that the way that this works is when this is in position not a whole lot of mo room here to make a mistake. So you put your gasket over top of it. And then the hole in the tub is actually quite large. So you can only be up or down maybe 1/8 of an inch before you run the risk of leaks. So it's got to be exact. So we're going to wait till the tubs in placed. And level. Then we'll determine exactly where we set this we can reach in behind. And do that plumbing after the fact. So we won the battle. And got the tub back in position gave us a little bit of a fight that's all right. So now we're just taking our brand new waist here. And we're going to throw a little bit of plumbers putty on there. Now this plumbers putty is awesome because it'll stay as a waterproof seal forever this stuff doesn't dry out it's better than silicone because a lot of guys revert to silicone nowadays. But silicone. And standing water will lose grip of whatever surface it's on. So before we connect this we want to,https://youtu.be/muAJtfPaeu0?t=224,"[""['What type of pipe cutters are recommended for cutting pipes?', 'How do you determine the correct size of the pipe to use?', 'What is the importance of using a gasket when installing a tub?', 'Why is it crucial to get the tub in place before installing the overflow neck?', 'What happens if the plumber's putty loses its grip due to standing water?']""]"
356.0,399.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathtub Drain and Overflow,muAJtfPaeu0,How to Install a Bathtub Drain and Overflow: remove protective plastic from around where the drain hole,76409f6b-d852-3174-d6e2-29531348c62e,Lose grip of whatever surface it's on. So before we connect this we want to remove protective plastic from around where the grin hole is because if we put this on with this little bit of plastic here seems harmless enough the water will end up working its way between the layers. And we'll go underneath. And it'll start a leak. And then one day you'll just have a really bad drip come through your ceiler we're going to put this in tub tool. And then just tighten this up what we're going to do right. Now is we're going to dry fit the new overflow. So we've installed it in the tub temporarily we have our plumbing in the back. So now what we're going to do is we're going to take,https://youtu.be/muAJtfPaeu0?t=356,"['What type of plastic should be removed from around the grin hole before installing the new overflow?', 'How does water seep between layers if protective plastic is not removed?', 'What happens when a leak starts in the tub and water ends up on the ceiling?', 'Why is it necessary to dry fit the new overflow before tightening it?', 'What will happen if the plumbing in the back of the tub is not properly secured?']"
399.0,422.0,Plumbing,PL34cQkzKfXWZ06_3PaDAJsb0FnlzN4JYd,How to Install a Bathtub Drain and Overflow,muAJtfPaeu0,How to Install a Bathtub Drain and Overflow: put the fitting on without the glue,52f2a6af-5967-9b99-cff8-8b20b7529826,Our plumbing in the back. So now what we're going to do is we're going to take this off put the fitting on without the glue. And install it. And make sure that we have enough nice dry fit that we're not too big or too small it's exciting [music],https://youtu.be/muAJtfPaeu0?t=399,"['What type of plumbing are they working with?', 'Why is the fitting being installed without glue?', 'How do you ensure a proper fit in plumbing installation?', 'What does ""nice dry fit"" mean in this context?', 'Is the plumber excited about the project?']"
0.0,23.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How to Install a Ceiling Medallion,0DaOTFFBBGs,How to Install a Ceiling Medallion: <Untitled Chapter 1>,2f309df9-792e-c694-8637-87070f957033,Now when we think of adding traditional architectural detail to a room one of the things that comes to mind is a crown molding like this one. But what about bringing that same detail out to the center of a room on the ceiling with a ceiling medallion well this is the perfect place to add one above this fan right here. Now we'll turn the power off to begin with. And then we'll start by taking down this canopy first remove the,https://youtu.be/0DaOTFFBBGs?t=0,"['What type of architectural detail is often added to a room?', 'Where is a ceiling medallion typically placed?', 'Why is it ideal to add a crown molding above a fan?', 'What is the purpose of turning off power before starting a project?', 'What should be removed before beginning a ceiling installation?']"
23.0,27.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How to Install a Ceiling Medallion,0DaOTFFBBGs,How to Install a Ceiling Medallion: remove the screws,1f790c2c-01f6-aa0d-355f-722844e96dc9,To begin with. And then we'll start by taking down this canopy first remove the screws that hold the canopy in position,https://youtu.be/0DaOTFFBBGs?t=23,"['What type of screws hold the canopy in position?', 'Why is it necessary to remove the screws before taking down the canopy?', 'How does removing the screws affect the canopy?', 'Canopies are typically secured with what type of fasteners?', 'What should be done after removing the screws from the canopy?']"
27.0,32.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How to Install a Ceiling Medallion,0DaOTFFBBGs,How to Install a Ceiling Medallion: covers the wiring connections,42d21088-346e-2517-19f6-55478af026aa,Taking down this canopy first remove the screws that hold the canopy in position this covers the wiring connections unscrew the wire nuts that hold the wires together. And then slip the fan out,https://youtu.be/0DaOTFFBBGs?t=27,"['What type of screws are used to hold the canopy in position?', 'What do the wire nuts connect?', 'How do you disconnect the wiring connections?', 'What is the purpose of slipping the fan out?', 'Why is it necessary to remove the screws before taking down the canopy?']"
32.0,59.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How to Install a Ceiling Medallion,0DaOTFFBBGs,How to Install a Ceiling Medallion: slip the fan out of its mounting,766172ea-bd05-f463-43a3-ddff21cfd020,Unscrew the wire nuts that hold the wires together. And then slip the fan out of its mounting bracket with the fan down we'll next remove the fan mounting bracket ceiling medallions come in a variety of styles. And sizes. And generally speaking the higher the ceiling the bigger the room the larger the fixture the larger the medallion you'll want to use you can get them in plaster although the one i'm going to use today is made of urethane foam lightweight. And unbreakable we're going,https://youtu.be/0DaOTFFBBGs?t=32,"['What type of material are the fan mounting bracket ceiling medallions made of?', 'How do you determine the size of a fan mounting bracket ceiling medallion?', 'Why is it recommended to choose a larger medallion for larger rooms?', 'Can fan mounting bracket ceiling medallions be made of plaster?', 'What are some factors that affect the size and style of fan mounting bracket ceiling medallions?']"
59.0,71.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How to Install a Ceiling Medallion,0DaOTFFBBGs,How to Install a Ceiling Medallion: attach this lightweight medallion to the ceiling with construction adhesive,cd6aff7b-91cb-7083-169d-3da8e9e2ec30,Use today is made of urethane foam lightweight. And unbreakable we're going to to attach this lightweight medallion to the ceiling with construction adhesive first we'll drill a pilot hole. Then apply the construction adhesive to the back of the medallion set the medallion in place. Then drive in a few,https://youtu.be/0DaOTFFBBGs?t=59,"['What is urethane foam used for?', 'Why is it unbreakable?', 'How will you attach the lightweight medallion?', 'What type of hole do you need to drill?', 'Where should you apply construction adhesive?']"
71.0,86.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How to Install a Ceiling Medallion,0DaOTFFBBGs,How to Install a Ceiling Medallion: drive in a few screws,c5efa686-ee96-c8b9-b530-7580718ce6b3,The back of the medallion set the medallion in place. Then drive in a few screws to hold it until the glue dries. Then apply caul to the outer edge of the medallion where it meets the ceiling. And fill the screw holes with spackle installing the fan is really,https://youtu.be/0DaOTFFBBGs?t=71,"['What type of material was used for the caulk?', 'Why were screws driven into the medallion?', 'What is the purpose of applying caul to the medallion?', 'How long does the glue take to dry?', 'What is installed after the fan?']"
86.0,106.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How to Install a Ceiling Medallion,0DaOTFFBBGs,How to Install a Ceiling Medallion: reattach the canopy,1c6b5fa3-d160-d138-0864-73468c3b8b15,Fill the screw holes with spackle installing the fan is really simple reattach the canopy install the fan. And blades. And put in the [music] gloves thanks for watching. Now for more home improvement videos. And articles check out ronhazelton.com,https://youtu.be/0DaOTFFBBGs?t=86,"['What type of material should be used to fill screw holes?', 'How difficult is it to install a fan?', 'What steps are involved in reattaching the canopy?', 'What tools are required to put in the blades?', 'Where can viewers find more home improvement videos and articles?']"
0.0,34.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How To Install A Copper Stamped Metal Ceiling,jGeMQUsoqCI,How To Install A Copper Stamped Metal Ceiling: <Untitled Chapter 1>,aa8aa28b-90db-16cf-6129-72860c830121,[music] stamped metal ceilings designed to emulate european carved. And molded plastic became very popular near the end of the 19th century that's when this 200 year old colonial home was getting a new dining room alice pulliam the owner of the house has decided a metal ceiling would be a perfect addition to this room it's one of the original homes in the town of monroe it was built in 1790. And we're actually standing in the addition that was put in i believe it was about 1820 1840 the first step is to remove most of,https://youtu.be/jGeMQUsoqCI?t=0,"['What type of metal ceilings were popular near the end of the 19th century?', 'When was the colonial home built?', 'Who owns the house with a metal ceiling addition?', 'In what year was the addition put in?', 'What material became very popular for molding in the dining room?']"
34.0,70.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How To Install A Copper Stamped Metal Ceiling,jGeMQUsoqCI,How To Install A Copper Stamped Metal Ceiling: remove most of the furniture and decorative objects from the room,00447ffc-d1b4-24dc-ec9d-cfe003de7dbf,Was put in i believe it was about 1820 1840 the first step is to remove most of the furniture. And decorative objects from the room. And put down floor protection this product is made just for that purpose this is most definitely a two-person project. And today brian tara will be giving me a hand the ceiling tiles are two feet square we need to lay them out. So that the partial border tiles around the perimeter of the room are equal width on opposite walls i've done this with a scale drawing. But we,https://youtu.be/jGeMQUsoqCI?t=34,"['What year did Brian Tara start working on the project?', 'Who helped Brian Tara with the project?', 'How big were the ceiling tiles?', 'Why was floor protection necessary for the project?', 'What is the purpose of decorative objects in the room?']"
70.0,86.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How To Install A Copper Stamped Metal Ceiling,jGeMQUsoqCI,How To Install A Copper Stamped Metal Ceiling: confirm the measurements on the actual ceiling,7434c7f8-dfdb-b6d7-0ee6-1d7b580f0ca9,Are equal width on opposite walls i've done this with a scale drawing. But we confirm the measurements on the actual ceiling to determine our starting point we measure down the width of the border tile plus the width of several full tiles on one wall. And make a mark. Then do the same on the opposite wall we,https://youtu.be/jGeMQUsoqCI?t=70,"['What is the purpose of measuring down the width of the border tile and several full tiles on each wall?', 'How does the measurement of the border tile and tiles determine the starting point for the ceiling installation?', 'Why are measurements taken on both opposite walls to confirm accuracy?', 'What is the significance of using a scale drawing in relation to measuring the width on the actual ceiling?', 'How do the measurements on one wall affect the placement of the tiles on the opposite wall?']"
86.0,109.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How To Install A Copper Stamped Metal Ceiling,jGeMQUsoqCI,How To Install A Copper Stamped Metal Ceiling: connect these marks by striking a chalk line across the ceiling,2ecababb-d636-4a44-66f0-51df02f7b566,Tiles on one wall. And make a mark. Then do the same on the opposite wall we connect these marks by striking a chalk line across the ceiling this process is repeated on the remaining two walls the intersection of these two lines will be the point where we'll begin our installation the metal tiles will be,https://youtu.be/jGeMQUsoqCI?t=86,"['What type of tiles are being used in the installation?', 'How many walls are being marked with chalk lines?', 'What is the purpose of striking a chalk line across the ceiling?', 'Where exactly do you start installing the metal tiles?', 'Why is the intersection point chosen for the installation?']"
109.0,129.0,Walls and Ceilings,PL1szv0FP8dUvF4ZwVLOxwjSIAXTAF5ijB,How To Install A Copper Stamped Metal Ceiling,jGeMQUsoqCI,How To Install A Copper Stamped Metal Ceiling: attached to one by three furring strips,f6b56697-3eab-63c7-c310-78657080a4ee,Will be the point where we'll begin our installation the metal tiles will be attached to one by three furring strips that must be installed perpendicular to the ceiling joists our next job is to locate those joists in this case a stud finder set in deep scan mode does the trick a magnet can also be used to locate,https://youtu.be/jGeMQUsoqCI?t=109,"['What type of material are the metal tiles made of?', 'How many furring strips will be attached to each tile?', 'Why are the furring strips installed perpendicular to the ceiling joists?', 'What tool is being used to locate the ceiling joists in this installation?', 'Can a magnet also be used to detect ceiling joists?']"
